rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
231,Southeast Missouri St.,OVC,14-18,103.99192560973427,145,109.16250423255184,300,0.3640033197829845,231,14,18,8,9,8-9,0.39654454583917237,0.36063013790788945,0.4043437628433857,0.39654454583917237,0.36063013790788945,0.4043437628433857,0.8871850862908728,0.9037454937856885,99.61343799605751,103.16651415786866,99.61343799605751,103.16651415786866,106.708107032442,109.82193098352894,107.24221552952102,121.27624579530082,0.19555964069599865,2,-0.06010344023572156,1325.0,1317.0,1235.9,1.0720932114248725,1.0656201958087224,0,0.47058823529411764,-12.416506384458637,269,297,71.6128337164503
232,Northeastern,CAA,9-22,97.06030855693312,274,102.11934817147572,174,0.35794114663396676,232,9,22,2,16,2-16,0.5057918678210834,0.5248700697882371,0.5013859002384579,0.5057918678210834,0.5248700697882371,0.5013859002384579,0.8662517921031201,0.8613450074223976,103.67810564374537,103.58840067154263,103.67810564374537,103.58840067154263,97.43894152278622,106.59777311847904,170.01383397575805,153.57569831822636,0.7630350058728408,1,-0.09330824493278717,1154.0,1285.0,1183.2124999999999,0.9753108592074544,1.0860263900186993,0,0.1111111111111111,-15.429379110050428,311,336,64.600103025584
233,Kennesaw St.,ASun,13-18,103.64022544322849,152,109.04359230011639,297,0.3579080729646743,233,13,18,7,9,7-9,0.41877077791748074,0.4425761131287507,0.39667882075634336,0.41877077791748074,0.4425761131287507,0.39667882075634336,0.8709101773384377,0.8160156547154706,102.18228387522079,103.06166587889504,102.18228387522079,103.06166587889504,103.41442934922532,107.89042473210233,91.53169837749505,94.18940643600534,0.41844567780691544,3,-0.06041611145362297,1148.0,1123.0,1069.5875,1.073310972688069,1.0499374758960813,0,0.4375,-11.974527277520252,258,299,66.24972534377606
234,Eastern Washington,BSky,18-16,102.89343606004185,163,108.31303714543765,287,0.35656275013818023,234,18,16,11,9,11-9,0.3647121122363886,0.4394261920798531,0.31019437141844086,0.3647121122363886,0.4394261920798531,0.31019437141844086,0.883030113018056,0.7951176871058325,100.77887069089041,105.53930209037134,100.77887069089041,105.53930209037134,103.69621302369,108.711959842656,107.81774314223964,103.95340770470109,0.6034218903644294,3,0.009781322526184022,1548.0,1513.0,1425.0375000000001,1.0862872029683428,1.061726445795286,0,0.55,-9.788742172682621,226,154,69.71981280159933
235,UT Arlington,SB,11-18,96.21221560900491,289,101.52973913423473,156,0.3500891550380418,235,11,18,7,10,7-10,0.48391231719154093,0.5632812321311598,0.4325467270965247,0.48391231719154093,0.5632812321311598,0.4325467270965247,0.8344185575426868,0.7218880555158407,101.73741487043154,100.86029725029985,101.73741487043154,100.86029725029985,100.73951355665635,103.38996690134856,85.66020563942631,104.2064808424704,0.0950188833890178,5,-0.020883597773442952,1172.0,1175.0,1155.1249999999998,1.0146088085705012,1.0172059300941458,0,0.4117647058823529,-11.019274848711962,242,218,65.42019101915703
236,Southern,SWAC,17-14,94.13412094105738,323,99.38641515193041,124,0.3487834928670348,236,17,14,12,6,12-6,0.3426441070554829,0.5259638253182348,0.21321850725977362,0.3426441070554829,0.5259638253182348,0.21321850725977362,0.8837530884779601,0.7739594140062334,98.77170843349128,104.57926164609661,98.77170843349128,104.57926164609661,95.5185380998822,99.2360918123806,101.87459946283774,92.20000718243216,0.759053612711631,3,0.013889699221713014,1235.0,1100.0,1222.6625,1.0100906832425138,0.8996759121998099,0,0.6666666666666666,-8.735080659069652,200,144,70.29253441255621
237,Marshall,CUSA,12-21,100.25263273470935,219,105.89345890827147,253,0.3476212440179743,237,12,21,4,14,4-14,0.48065447354237567,0.4237391634142305,0.5226634754391648,0.48065447354237567,0.4237391634142305,0.5226634754391648,0.8657459106903626,0.8685582408778489,102.80222921019514,102.3279811929554,102.80222921019514,102.3279811929554,100.4821568157409,108.56724089269238,119.2657253571223,108.04543802386249,0.7569857750080737,1,-0.043146731498338975,1282.0,1406.0,1281.7249999999997,1.000214554604147,1.0969591761103203,0,0.2222222222222222,-14.12439164544165,295,271,72.4168494566466
238,South Florida,Amer,8-23,90.95015675435059,347,96.11415545507047,56,0.34635792218952277,238,8,23,3,15,3-15,0.6161366206490471,0.4618805082562077,0.7142891553265109,0.6161366206490471,0.4618805082562077,0.7142891553265109,0.7703601874061969,0.8503116995970147,104.1517857770629,98.9309707109686,104.1517857770629,98.9309707109686,92.76492348250584,97.55099728349472,118.54077639379807,113.78479491914547,0.6155975126126095,6,-0.036408452360967514,1041.0,1235.0,1201.1,0.8667055199400551,1.0282241278827742,0,0.16666666666666666,-12.846084756589729,278,254,64.95558025212166
239,Stony Brook,AE,18-13,103.95109011866367,147,109.92704401804104,314,0.3446119060747956,239,18,13,10,8,10-8,0.3603186268316027,0.4531962977840005,0.2932403089215377,0.3603186268316027,0.4531962977840005,0.2932403089215377,0.8888575009735307,0.8314124229239614,99.45955351147973,105.02535317111018,99.45955351147973,105.02535317111018,104.6965840099532,112.25458674089958,105.48203905232782,118.94137189210804,0.2008428144690333,3,0.047844120417853464,1318.0,1320.0,1220.1375,1.08020612430976,1.0818452838307158,0,0.5555555555555556,-8.00133495295479,188,76,68.17713166495338
240,Quinnipiac,MAAC,14-17,101.93432845233086,180,107.80846022152673,279,0.3442718383665163,240,14,17,7,13,7-13,0.3929187394079282,0.26621026343163506,0.4330289953060776,0.3929187394079282,0.26621026343163506,0.4330289953060776,0.9052641398197147,0.9231996122909758,98.92191964439309,103.19484696991896,98.92191964439309,103.19484696991896,102.70625613256077,109.16101692582342,0,0,0,0,-0.027366134163626488,1421.0,1489.0,1393.75,1.0195515695067265,1.0683408071748879,0,0.35,-12.254126407900714,265,233,68.88303445464815
241,UMBC,AE,18-14,103.53668866247797,154,109.56612557174711,310,0.3427809918145451,241,18,14,11,7,11-7,0.33957519551776827,0.3931682883004904,0.2934405526516285,0.33957519551776827,0.3931682883004904,0.2934405526516285,0.907935595169423,0.8904694357821729,99.55387157840921,106.28294554668055,99.55387157840921,106.28294554668055,103.71636160243308,109.93644761547019,87.5038873487861,112.99424676619837,0.05021044466890995,2,0.02379484164978518,1310.0,1274.0,1211.625,1.0811926132260394,1.0514804498091406,0,0.6111111111111112,-9.39313051407497,215,117,68.31560821936495
242,Siena,MAAC,15-14,97.78497673646427,261,103.63446232283555,213,0.3389138661856108,242,15,14,12,8,12-8,0.42346172812461214,0.40812358371704793,0.43355648037466976,0.42346172812461214,0.40812358371704793,0.43355648037466976,0.9005918900401183,0.8989553151811067,100.26505594073382,103.3008934863623,100.26505594073382,103.3008934863623,98.2657930496135,101.12728118806973,0,0,0,0,0.08714809423109654,1339.0,1346.0,1364.325,0.9814377072911513,0.9865684495996189,0,0.6,-9.31875265913725,214,25,66.24987834214294
243,New Hampshire,AE,15-13,102.5460721965278,170,108.73290565518957,295,0.33766967509305823,243,15,13,10,8,10-8,0.30209590723205354,0.3342235422345078,0.2939997304937337,0.30209590723205354,0.3342235422345078,0.2939997304937337,0.9107955006277038,0.8638796074541837,98.40970464364543,106.118412139813,98.40970464364543,106.118412139813,102.25667880836427,110.4807387248452,114.12227788203333,109.51940404945945,0.6161977742461703,3,-0.04676538864549562,1196.0,1187.0,1124.25,1.063820324660885,1.0558149877696241,0,0.5555555555555556,-9.258767605254462,213,278,61.91520256927036
244,Rice,CUSA,16-17,103.86443295781498,150,110.15975303444594,319,0.33699407699285866,244,16,17,7,11,7-11,0.44104182399736036,0.3039786508586548,0.5052516107418046,0.44104182399736036,0.3039786508586548,0.5052516107418046,0.8640425670530488,0.8946836816915548,100.99839735460345,102.17240649547401,100.99839735460345,102.17240649547401,104.24028440716637,111.3248896550274,93.87619342988269,116.13478023861019,0.07966496925366005,3,0.040697972891835466,1271.0,1347.0,1218.6125,1.0429894654781566,1.105355476002421,0,0.3888888888888889,-9.611024162230738,223,86,67.61149540520016
245,Youngstown St.,Horz,19-15,103.13629342085477,160,109.40484430123092,304,0.3365863622865389,245,19,15,12,9,12-9,0.3159337254582846,0.31047247031049324,0.3089860914194202,0.3159337254582846,0.31047247031049324,0.3089860914194202,0.9198214825674013,0.9008755821276285,98.5466457251561,106.10501111922952,98.5466457251561,106.10501111922952,103.93538068238405,110.71373433844504,105.27205707777294,104.50015609690607,0.5211458093807206,2,-0.01529076682231012,1516.0,1484.0,1400.7500000000002,1.0822773514188826,1.0594324469034444,0,0.5714285714285714,-10.35565897627661,231,208,66.59849511764135
246,LIU,NEC,16-14,98.94515886076084,242,104.95937863710225,237,0.3365765005446523,246,16,14,12,6,12-6,0.35842015523675586,0.5614766748341997,0.24548539870440042,0.35842015523675586,0.5614766748341997,0.24548539870440042,0.8769533880362342,0.7326220452680602,98.64177174231966,104.87769116470717,98.64177174231966,104.87769116470717,99.3442395035861,104.55535632447756,86.82993659881164,109.25364479944322,0.06649692645418295,3,0.008038327165969528,1393.0,1310.0,1335.0250000000003,1.0434261530682944,0.9812550326772904,0,0.6666666666666666,0,59,161,72.4901824662972
247,The Citadel,SC,13-18,100.78863726940054,205,107.0780676317579,270,0.3326720776385349,247,13,18,6,12,6-12,0.4493402587066444,0.2723270420669386,0.5369100208029652,0.4493402587066444,0.2723270420669386,0.5369100208029652,0.8652071553584906,0.8920573761616306,104.20488182193881,103.98796080146654,104.20488182193881,103.98796080146654,100.74569814312858,108.98174416169803,110.97735701918332,125.16990077534221,0.20037102662689857,2,-0.00607552119350957,1330.0,1451.0,1288.7375,1.0320177693285095,1.1259081077411033,0,0.3333333333333333,-11.725845980993004,254,192,70.39225728064461
248,Montana,BSky,18-14,99.8797401052279,226,106.30076031096401,259,0.3281610617934143,248,18,14,11,9,11-9,0.31169894670397286,0.2968856418146788,0.31299034788075514,0.31169894670397286,0.2968856418146788,0.31299034788075514,0.9181012237562322,0.8800860244180719,100.28580877304951,107.2240864694723,100.28580877304951,107.2240864694723,101.85195377846387,105.91716794889558,80.49630773348133,116.00003423772712,0.014746975864638814,2,-0.003946811950655937,1442.0,1405.0,1353.2875000000001,1.0655533284686365,1.038212501039136,0,0.55,-9.919581918909932,227,186,65.2673131810702
249,Howard,MEAC,16-13,99.27382413897584,236,105.7311458280162,250,0.3263583758667578,249,16,13,9,5,9-5,0.27838587330308806,0.35978239209839474,0.20484230346307014,0.27838587330308806,0.35978239209839474,0.20484230346307014,0.9184283801475215,0.8672817284942482,95.78700613688541,103.71674227118534,95.78700613688541,103.71674227118534,98.9954262607067,108.03396059752274,137.55184957479545,127.30668927609399,0.7089152755398657,1,-0.04387971115584721,1039.0,1009.0,1028.0625,1.0106389446166941,0.9814578393823332,0,0.6428571428571429,-9.481404613764449,220,274,70.36741316993417
250,Georgia Southern,SB,13-16,95.9567696959559,293,102.36216028689586,181,0.32232173261952074,250,13,16,5,11,5-11,0.4233306991730852,0.3629359919989586,0.4523061082974726,0.4233306991730852,0.3629359919989586,0.4523061082974726,0.8967093284781534,0.8933106992599454,100.38481381296893,101.54120092100447,100.38481381296893,101.54120092100447,93.60899928904938,103.2850772499439,0,0,0,0,0.024415611763209888,1004.0,1110.0,1088.4875,0.9223808266057258,1.0197636628808324,0,0.3125,-11.095254369689725,244,116,66.02178868768088
251,Alcorn St.,SWAC,17-17,97.47631102734402,265,103.98749142313764,221,0.3222165135749443,251,17,17,14,4,14-4,0.423314428954572,0.7462861062887457,0.20570050118010705,0.423314428954572,0.7462861062887457,0.20570050118010705,0.8105838924638151,0.5712443324713403,99.71626363843572,102.25795878328977,99.71626363843572,102.25795878328977,100.48312160659252,104.54278971386583,95.69733647491456,105.16235409965594,0.25263242348841586,7,0.05440559896712033,1298.0,1217.0,1247.4,1.040564373897707,0.9756293089626422,0,0.7777777777777778,-8.239892306352212,192,65,67.41278332420241
252,Texas A&M Corpus Chris,Slnd,23-12,96.3948435009644,283,102.8341678750568,192,0.32220715039362596,252,23,12,7,7,7-7,0.2417781626411165,0.2514862910706353,0.21074333435989873,0.2417781626411165,0.2514862910706353,0.21074333435989873,0.9332251668883905,0.9036699041881467,98.06490035312576,108.52840733037958,98.06490035312576,108.52840733037958,94.58123216179568,105.78907509753269,118.1745632590041,110.37767131550517,0.6867422555770512,2,0.020320838383103834,1041.0,1034.0,1024.9375,1.015671687298006,1.0088420025611318,0,0.5,-7.621011846116598,182,123,69.23068624404601
253,Ball St.,MAC,14-17,101.24285215458136,196,108.07117697854017,284,0.3206946277960145,253,14,17,9,10,9-10,0.386078469958166,0.3411978055417649,0.40341788586855615,0.386078469958166,0.3411978055417649,0.40341788586855615,0.9026988854365862,0.905461127026307,100.6928013548814,105.32479527342248,100.6928013548814,105.32479527342248,101.60901520154822,107.07126085236428,73.12525712344035,100.86363231108461,0.02416591311480364,1,-0.017884115754618346,1419.0,1446.0,1363.2500000000002,1.0408949202273976,1.0607005318173481,0,0.47368421052631576,-12.196893575842381,262,213,69.99388105497839
254,Tennessee Tech,OVC,11-21,100.49367825897565,215,107.29798020457153,273,0.3200760054202774,254,11,21,7,10,7-10,0.4318285428598571,0.47371355483783806,0.39902863654707177,0.4318285428598571,0.47371355483783806,0.39902863654707177,0.8506972200350026,0.7948341486731559,100.49961788668017,101.97367957851029,100.49961788668017,101.97367957851029,102.0590513217726,110.96579136571889,105.45829977781858,105.12464806495692,0.5091094112271154,3,-0.09821967485962135,1242.0,1291.0,1205.1999999999998,1.0305343511450382,1.0711915034848989,0,0.4117647058823529,-14.1879674973976,298,344,69.10680573255256
255,Elon,CAA,10-22,98.84945121936246,245,105.57130451183374,247,0.3193916611984567,255,10,22,7,11,7-11,0.5360578869446332,0.5790510787458417,0.5056039085950856,0.5360578869446332,0.5790510787458417,0.5056039085950856,0.812664638390034,0.7299341645086119,104.70672863467688,101.18100955657877,104.70672863467688,101.18100955657877,100.12505822943403,103.68940529537878,93.59794399037096,100.42557320157151,0.3079549789906169,4,-0.02624043181243574,1194.0,1233.0,1183.125,1.00919175911252,1.0421553090332805,0,0.3888888888888889,-13.443020929672766,285,231,65.97572488328828
256,Lipscomb,ASun,14-19,101.63843339989285,187,108.72876186309348,294,0.31529097063449896,256,14,19,6,10,6-10,0.4139970198651166,0.44674771543706926,0.3775791067221216,0.4139970198651166,0.44674771543706926,0.3775791067221216,0.8652903644387869,0.8110214584531721,101.52054418953294,103.14904357898611,101.52054418953294,103.14904357898611,104.25849857759222,111.7813708470883,105.69597633553093,95.15441229977846,0.7699904702990288,3,-0.028168699615592152,1198.0,1228.0,1114.8375,1.0745960734187716,1.101505824839943,0,0.375,-12.42773044043775,270,236,69.34260725814842
257,Mount St. Mary's,NEC,14-16,95.42502148659011,300,102.17628600491486,177,0.31300107411958,257,14,16,9,9,9-9,0.33341016808850166,0.44948186121476535,0.24600665661540325,0.33341016808850166,0.44948186121476535,0.24600665661540325,0.8872554111458214,0.795468055820788,99.05306493525214,105.53377900068506,99.05306493525214,105.53377900068506,95.02124521819937,100.27967387763128,96.13997598429108,110.4738561684892,0.16823370777557817,2,-0.0576328660269676,1037.0,966.0,1023.6374999999998,1.0130539375511352,0.9436934461662455,0,0.5,-11.209335818487887,246,293,63.49244450054121
258,Miami OH,MAC,14-18,103.69248424555545,151,111.106580199702,332,0.3112689990361627,258,14,18,8,12,8-12,0.3758462364792882,0.3272875540983011,0.39166868129964677,0.3758462364792882,0.3272875540983011,0.39166868129964677,0.9070442137189791,0.9057946021549302,100.81434779242682,104.63045096382467,100.81434779242682,104.63045096382467,100.95054854125576,111.04068514098779,124.88260443648237,117.76915613671646,0.6624986166781593,1,-0.04301493566794534,1471.0,1536.0,1409.3000000000004,1.04378060029802,1.0899027886184627,0,0.4,-13.221114645759869,281,270,67.49551674744609
259,Western Illinois,Sum,16-16,99.26696031952008,237,106.38380083752588,264,0.3108248089429949,259,16,16,7,12,7-12,0.36460339941920644,0.3444329070917626,0.3648571943431385,0.36460339941920644,0.3444329070917626,0.3648571943431385,0.8944067721298403,0.8669830289498623,102.41193754258667,107.4737793356298,102.41193754258667,107.4737793356298,98.29749170981368,108.22150364990887,104.28112313207008,105.46360149232571,0.4676282124950413,1,0.009340088271421076,1467.0,1526.0,1399.5875000000003,1.0481659774755059,1.0903212553698856,0,0.3684210526315789,-10.184435476400076,230,156,70.47857963442634
260,Portland St.,BSky,14-17,95.70219273857248,298,102.77561971645278,191,0.3057573033437897,260,14,17,10,10,10-10,0.33363939939633774,0.37968534750379,0.31520090360678077,0.33363939939633774,0.37968534750379,0.31520090360678077,0.9096851147911041,0.8255497818204626,101.2803720595301,107.17794415856223,101.2803720595301,107.17794415856223,98.16378564225624,106.03461410896993,89.4456108359324,98.34382653958093,0.2514961116831646,2,-0.060790998675891716,1499.0,1494.0,1440.2999999999997,1.0407553981809348,1.0372838991876694,0,0.5,-12.77368036291518,276,300,70.61600482365954
